org_id remap_id freebase_id
302 267 https://myanimelist.net/anime/302
2034 268 https://myanimelist.net/anime/2034
237 269 https://myanimelist.net/anime/237
34626 270 https://myanimelist.net/anime/34626
33206 271 https://myanimelist.net/anime/33206
36371 272 https://myanimelist.net/anime/36371
3167 273 https://myanimelist.net/anime/3167
2759 274 https://myanimelist.net/anime/2759
25013 275 https://myanimelist.net/anime/25013
11123 276 https://myanimelist.net/anime/11123
1974 277 https://myanimelist.net/anime/1974
37430 278 https://myanimelist.net/anime/37430
1257 279 https://myanimelist.net/anime/1257
23755 280 https://myanimelist.net/anime/23755
7791 281 https://myanimelist.net/anime/7791
12189 282 https://myanimelist.net/anime/12189
7054 283 https://myanimelist.net/anime/7054
135 284 https://myanimelist.net/anime/135
17739 285 https://myanimelist.net/anime/17739
1364 286 https://myanimelist.net/anime/1364
34437 287 https://myanimelist.net/anime/34437
5681 288 https://myanimelist.net/anime/5681
721 289 https://myanimelist.net/anime/721
15323 290 https://myanimelist.net/anime/15323
14513 291 https://myanimelist.net/anime/14513
37514 292 https://myanimelist.net/anime/37514
18679 293 https://myanimelist.net/anime/18679
16706 294 https://myanimelist.net/anime/16706
3701 295 https://myanimelist.net/anime/3701
731 296 https://myanimelist.net/anime/731
186 297 https://myanimelist.net/anime/186
8425 298 https://myanimelist.net/anime/8425
6467 299 https://myanimelist.net/anime/6467
1506 300 https://myanimelist.net/anime/1506
2167 301 https://myanimelist.net/anime/2167
2402 302 https://myanimelist.net/anime/2402
23283 303 https://myanimelist.net/anime/23283
28025 304 https://myanimelist.net/anime/28025
1430 305 https://myanimelist.net/anime/1430
1566 306 https://myanimelist.net/anime/1566
239 307 https://myanimelist.net/anime/239
18689 308 https://myanimelist.net/anime/18689
21419 309 https://myanimelist.net/anime/21419
2025 310 https://myanimelist.net/anime/2025
1367 311 https://myanimelist.net/anime/1367
38003 312 https://myanimelist.net/anime/38003
4938 313 https://myanimelist.net/anime/4938
35838 314 https://myanimelist.net/anime/35838
1559 315 https://myanimelist.net/anime/1559
38234 316 https://myanimelist.net/anime/38234
440 317 https://myanimelist.net/anime/440
21557 318 https://myanimelist.net/anime/21557
16067 319 https://myanimelist.net/anime/16067
35062 320 https://myanimelist.net/anime/35062
30831 321 https://myanimelist.net/anime/30831
16662 322 https://myanimelist.net/anime/16662
9735 323 https://myanimelist.net/anime/9735
3901 324 https://myanimelist.net/anime/3901
47 325 https://myanimelist.net/anime/47
962 326 https://myanimelist.net/anime/962
4477 327 https://myanimelist.net/anime/4477
1827 328 https://myanimelist.net/anime/1827
6336 329 https://myanimelist.net/anime/6336
2581 330 https://myanimelist.net/anime/2581
16782 331 https://myanimelist.net/anime/16782
3702 332 https://myanimelist.net/anime/3702
24833 333 https://myanimelist.net/anime/24833
11597 334 https://myanimelist.net/anime/11597
4722 335 https://myanimelist.net/anime/4722
19123 336 https://myanimelist.net/anime/19123
1735 337 https://myanimelist.net/anime/1735
232 338 https://myanimelist.net/anime/232
34537 339 https://myanimelist.net/anime/34537
23623 340 https://myanimelist.net/anime/23623
10153 341 https://myanimelist.net/anime/10153
28223 342 https://myanimelist.net/anime/28223
37171 343 https://myanimelist.net/anime/37171
11977 344 https://myanimelist.net/anime/11977
25681 345 https://myanimelist.net/anime/25681
20899 346 https://myanimelist.net/anime/20899
265 347 https://myanimelist.net/anime/265
39533 348 https://myanimelist.net/anime/39533
37520 349 https://myanimelist.net/anime/37520
38731 350 https://myanimelist.net/anime/38731
36946 351 https://myanimelist.net/anime/36946
1519 352 https://myanimelist.net/anime/1519
23327 353 https://myanimelist.net/anime/23327
36990 354 https://myanimelist.net/anime/36990
121 355 https://myanimelist.net/anime/121
5460 356 https://myanimelist.net/anime/5460
6547 357 https://myanimelist.net/anime/6547
4155 358 https://myanimelist.net/anime/4155
35677 359 https://myanimelist.net/anime/35677
39198 360 https://myanimelist.net/anime/39198
35628 361 https://myanimelist.net/anime/35628
38408 362 https://myanimelist.net/anime/38408
12115 363 https://myanimelist.net/anime/12115
34822 364 https://myanimelist.net/anime/34822
13759 365 https://myanimelist.net/anime/13759
12859 366 https://myanimelist.net/anime/12859
585 367 https://myanimelist.net/anime/585
28675 368 https://myanimelist.net/anime/28675
813 369 https://myanimelist.net/anime/813
10800 370 https://myanimelist.net/anime/10800
34636 371 https://myanimelist.net/anime/34636
3091 372 https://myanimelist.net/anime/3091
6 373 https://myanimelist.net/anime/6
2236 374 https://myanimelist.net/anime/2236
2559 375 https://myanimelist.net/anime/2559
853 376 https://myanimelist.net/anime/853
10937 377 https://myanimelist.net/anime/10937
6811 378 https://myanimelist.net/anime/6811
372 379 https://myanimelist.net/anime/372
7674 380 https://myanimelist.net/anime/7674
32188 381 https://myanimelist.net/anime/32188
9863 382 https://myanimelist.net/anime/9863
1033 383 https://myanimelist.net/anime/1033
35466 384 https://myanimelist.net/anime/35466
512 385 https://myanimelist.net/anime/512
36296 386 https://myanimelist.net/anime/36296
1889 387 https://myanimelist.net/anime/1889
22297 388 https://myanimelist.net/anime/22297
759 389 https://myanimelist.net/anime/759
36949 390 https://myanimelist.net/anime/36949
185 391 https://myanimelist.net/anime/185
31988 392 https://myanimelist.net/anime/31988
3002 393 https://myanimelist.net/anime/3002
6945 394 https://myanimelist.net/anime/6945
6675 395 https://myanimelist.net/anime/6675
5690 396 https://myanimelist.net/anime/5690
37515 397 https://myanimelist.net/anime/37515
15227 398 https://myanimelist.net/anime/15227
14719 399 https://myanimelist.net/anime/14719
264 400 https://myanimelist.net/anime/264
2966 401 https://myanimelist.net/anime/2966
38680 402 https://myanimelist.net/anime/38680
11843 403 https://myanimelist.net/anime/11843
36649 404 https://myanimelist.net/anime/36649
329 405 https://myanimelist.net/anime/329
30 406 https://myanimelist.net/anime/30
43 407 https://myanimelist.net/anime/43
9617 408 https://myanimelist.net/anime/9617
4224 409 https://myanimelist.net/anime/4224
31240 410 https://myanimelist.net/anime/31240
19815 411 https://myanimelist.net/anime/19815
38993 412 https://myanimelist.net/anime/38993
34036 413 https://myanimelist.net/anime/34036
18617 414 https://myanimelist.net/anime/18617
32937 415 https://myanimelist.net/anime/32937
25537 416 https://myanimelist.net/anime/25537
30346 417 https://myanimelist.net/anime/30346
57 418 https://myanimelist.net/anime/57
5081 419 https://myanimelist.net/anime/5081
37095 420 https://myanimelist.net/anime/37095
12029 421 https://myanimelist.net/anime/12029
2685 422 https://myanimelist.net/anime/2685
2418 423 https://myanimelist.net/anime/2418
35788 424 https://myanimelist.net/anime/35788
1210 425 https://myanimelist.net/anime/1210
513 426 https://myanimelist.net/anime/513
45 427 https://myanimelist.net/anime/45
1698 428 https://myanimelist.net/anime/1698
1365 429 https://myanimelist.net/anime/1365
32282 430 https://myanimelist.net/anime/32282
5040 431 https://myanimelist.net/anime/5040
5420 432 https://myanimelist.net/anime/5420
437 433 https://myanimelist.net/anime/437
11979 434 https://myanimelist.net/anime/11979
486 435 https://myanimelist.net/anime/486
6594 436 https://myanimelist.net/anime/6594
3784 437 https://myanimelist.net/anime/3784
10863 438 https://myanimelist.net/anime/10863
25835 439 https://myanimelist.net/anime/25835
34240 440 https://myanimelist.net/anime/34240
5341 441 https://myanimelist.net/anime/5341
37105 442 https://myanimelist.net/anime/37105
10087 443 https://myanimelist.net/anime/10087
5 444 https://myanimelist.net/anime/5
37055 445 https://myanimelist.net/anime/37055
2246 446 https://myanimelist.net/anime/2246
13601 447 https://myanimelist.net/anime/13601
28805 448 https://myanimelist.net/anime/28805
523 449 https://myanimelist.net/anime/523
13125 450 https://myanimelist.net/anime/13125
25777 451 https://myanimelist.net/anime/25777
35848 452 https://myanimelist.net/anime/35848
9756 453 https://myanimelist.net/anime/9756
9260 454 https://myanimelist.net/anime/9260
37999 455 https://myanimelist.net/anime/37999
37450 456 https://myanimelist.net/anime/37450
5941 457 https://myanimelist.net/anime/5941
10030 458 https://myanimelist.net/anime/10030
11981 459 https://myanimelist.net/anime/11981
467 460 https://myanimelist.net/anime/467
14397 461 https://myanimelist.net/anime/14397
35557 462 https://myanimelist.net/anime/35557
39195 463 https://myanimelist.net/anime/39195
36259 464 https://myanimelist.net/anime/36259
2251 465 https://myanimelist.net/anime/2251
572 466 https://myanimelist.net/anime/572
136 467 https://myanimelist.net/anime/136
28171 468 https://myanimelist.net/anime/28171
877 469 https://myanimelist.net/anime/877
5205 470 https://myanimelist.net/anime/5205
392 471 https://myanimelist.net/anime/392
10162 472 https://myanimelist.net/anime/10162
38889 473 https://myanimelist.net/anime/38889
16498 474 https://myanimelist.net/anime/16498
22535 475 https://myanimelist.net/anime/22535
777 476 https://myanimelist.net/anime/777
2921 477 https://myanimelist.net/anime/2921
35851 478 https://myanimelist.net/anime/35851
33 479 https://myanimelist.net/anime/33
10408 480 https://myanimelist.net/anime/10408
35760 481 https://myanimelist.net/anime/35760
12431 482 https://myanimelist.net/anime/12431
37965 483 https://myanimelist.net/anime/37965
38691 484 https://myanimelist.net/anime/38691
31043 485 https://myanimelist.net/anime/31043
33255 486 https://myanimelist.net/anime/33255
205 487 https://myanimelist.net/anime/205
10165 488 https://myanimelist.net/anime/10165
7472 489 https://myanimelist.net/anime/7472
3297 490 https://myanimelist.net/anime/3297
9989 491 https://myanimelist.net/anime/9989
33674 492 https://myanimelist.net/anime/33674
32 493 https://myanimelist.net/anime/32
32182 494 https://myanimelist.net/anime/32182
11577 495 https://myanimelist.net/anime/11577
170 496 https://myanimelist.net/anime/170
37208 497 https://myanimelist.net/anime/37208
21 498 https://myanimelist.net/anime/21
578 499 https://myanimelist.net/anime/578
30484 500 https://myanimelist.net/anime/30484
6114 501 https://myanimelist.net/anime/6114
36999 502 https://myanimelist.net/anime/36999
38826 503 https://myanimelist.net/anime/38826
38040 504 https://myanimelist.net/anime/38040
4282 505 https://myanimelist.net/anime/4282
36098 506 https://myanimelist.net/anime/36098
31933 507 https://myanimelist.net/anime/31933
30654 508 https://myanimelist.net/anime/30654
12365 509 https://myanimelist.net/anime/12365
7785 510 https://myanimelist.net/anime/7785
33352 511 https://myanimelist.net/anime/33352
35839 512 https://myanimelist.net/anime/35839
22135 513 https://myanimelist.net/anime/22135
19647 514 https://myanimelist.net/anime/19647
20583 515 https://myanimelist.net/anime/20583
11741 516 https://myanimelist.net/anime/11741
33049 517 https://myanimelist.net/anime/33049
31757 518 https://myanimelist.net/anime/31757
7311 519 https://myanimelist.net/anime/7311
1535 520 https://myanimelist.net/anime/1535
37779 521 https://myanimelist.net/anime/37779
19 522 https://myanimelist.net/anime/19
5258 523 https://myanimelist.net/anime/5258
2001 524 https://myanimelist.net/anime/2001
12355 525 https://myanimelist.net/anime/12355
457 526 https://myanimelist.net/anime/457
431 527 https://myanimelist.net/anime/431
37991 528 https://myanimelist.net/anime/37991
38329 529 https://myanimelist.net/anime/38329
44 530 https://myanimelist.net/anime/44
17074 531 https://myanimelist.net/anime/17074
1575 532 https://myanimelist.net/anime/1575
37521 533 https://myanimelist.net/anime/37521
263 534 https://myanimelist.net/anime/263
164 535 https://myanimelist.net/anime/164
1 536 https://myanimelist.net/anime/1
28851 537 https://myanimelist.net/anime/28851
35180 538 https://myanimelist.net/anime/35180
820 539 https://myanimelist.net/anime/820
9969 540 https://myanimelist.net/anime/9969
28977 541 https://myanimelist.net/anime/28977
38524 542 https://myanimelist.net/anime/38524
32281 543 https://myanimelist.net/anime/32281
11061 544 https://myanimelist.net/anime/11061
9253 545 https://myanimelist.net/anime/9253
338 546 https://myanimelist.net/anime/338
34798 547 https://myanimelist.net/anime/34798
1142 548 https://myanimelist.net/anime/1142
235 549 https://myanimelist.net/anime/235
6746 550 https://myanimelist.net/anime/6746
861 551 https://myanimelist.net/anime/861
18179 552 https://myanimelist.net/anime/18179
34100 553 https://myanimelist.net/anime/34100
2952 554 https://myanimelist.net/anime/2952
3907 555 https://myanimelist.net/anime/3907
849 556 https://myanimelist.net/anime/849
31765 557 https://myanimelist.net/anime/31765
1096 558 https://myanimelist.net/anime/1096
5485 559 https://myanimelist.net/anime/5485
6154 560 https://myanimelist.net/anime/6154
20159 561 https://myanimelist.net/anime/20159
28881 562 https://myanimelist.net/anime/28881
19613 563 https://myanimelist.net/anime/19613
80 564 https://myanimelist.net/anime/80
19489 565 https://myanimelist.net/anime/19489
19703 566 https://myanimelist.net/anime/19703
34544 567 https://myanimelist.net/anime/34544
5835 568 https://myanimelist.net/anime/5835
1824 569 https://myanimelist.net/anime/1824
2828 570 https://myanimelist.net/anime/2828
35198 571 https://myanimelist.net/anime/35198
317 572 https://myanimelist.net/anime/317
1818 573 https://myanimelist.net/anime/1818
14741 574 https://myanimelist.net/anime/14741
10218 575 https://myanimelist.net/anime/10218
16870 576 https://myanimelist.net/anime/16870
29830 577 https://myanimelist.net/anime/29830
32547 578 https://myanimelist.net/anime/32547
30952 579 https://myanimelist.net/anime/30952
34914 580 https://myanimelist.net/anime/34914
93 581 https://myanimelist.net/anime/93
5310 582 https://myanimelist.net/anime/5310
34021 583 https://myanimelist.net/anime/34021
6115 584 https://myanimelist.net/anime/6115
18153 585 https://myanimelist.net/anime/18153
36593 586 https://myanimelist.net/anime/36593
4886 587 https://myanimelist.net/anime/4886
17895 588 https://myanimelist.net/anime/17895
6033 589 https://myanimelist.net/anime/6033
1473 590 https://myanimelist.net/anime/1473
33354 591 https://myanimelist.net/anime/33354
9252 592 https://myanimelist.net/anime/9252
8516 593 https://myanimelist.net/anime/8516
1375 594 https://myanimelist.net/anime/1375
2451 595 https://myanimelist.net/anime/2451
7724 596 https://myanimelist.net/anime/7724
10083 597 https://myanimelist.net/anime/10083
13203 598 https://myanimelist.net/anime/13203
1887 599 https://myanimelist.net/anime/1887
40269 600 https://myanimelist.net/anime/40269
570 601 https://myanimelist.net/anime/570
38333 602 https://myanimelist.net/anime/38333
106 603 https://myanimelist.net/anime/106
985 604 https://myanimelist.net/anime/985
479 605 https://myanimelist.net/anime/479
407 606 https://myanimelist.net/anime/407
29829 607 https://myanimelist.net/anime/29829
534 608 https://myanimelist.net/anime/534
33502 609 https://myanimelist.net/anime/33502
154 610 https://myanimelist.net/anime/154
1007 611 https://myanimelist.net/anime/1007
1379 612 https://myanimelist.net/anime/1379
516 613 https://myanimelist.net/anime/516
8525 614 https://myanimelist.net/anime/8525
11237 615 https://myanimelist.net/anime/11237
12117 616 https://myanimelist.net/anime/12117
6024 617 https://myanimelist.net/anime/6024
31478 618 https://myanimelist.net/anime/31478
1520 619 https://myanimelist.net/anime/1520
1562 620 https://myanimelist.net/anime/1562
2104 621 https://myanimelist.net/anime/2104
210 622 https://myanimelist.net/anime/210
30240 623 https://myanimelist.net/anime/30240
795 624 https://myanimelist.net/anime/795
31772 625 https://myanimelist.net/anime/31772
31764 626 https://myanimelist.net/anime/31764
91 627 https://myanimelist.net/anime/91
10357 628 https://myanimelist.net/anime/10357
28907 629 https://myanimelist.net/anime/28907
32551 630 https://myanimelist.net/anime/32551
22777 631 https://myanimelist.net/anime/22777
4087 632 https://myanimelist.net/anime/4087
9734 633 https://myanimelist.net/anime/9734
14353 634 https://myanimelist.net/anime/14353
35608 635 https://myanimelist.net/anime/35608
18245 636 https://myanimelist.net/anime/18245
23249 637 https://myanimelist.net/anime/23249
34902 638 https://myanimelist.net/anime/34902
582 639 https://myanimelist.net/anime/582
5530 640 https://myanimelist.net/anime/5530
90 641 https://myanimelist.net/anime/90
3545 642 https://myanimelist.net/anime/3545
16904 643 https://myanimelist.net/anime/16904
4192 644 https://myanimelist.net/anime/4192
2508 645 https://myanimelist.net/anime/2508
6984 646 https://myanimelist.net/anime/6984
644 647 https://myanimelist.net/anime/644
120 648 https://myanimelist.net/anime/120
7305 649 https://myanimelist.net/anime/7305
2724 650 https://myanimelist.net/anime/2724
2450 651 https://myanimelist.net/anime/2450
3841 652 https://myanimelist.net/anime/3841
38753 653 https://myanimelist.net/anime/38753
1462 654 https://myanimelist.net/anime/1462
4454 655 https://myanimelist.net/anime/4454
10460 656 https://myanimelist.net/anime/10460
38619 657 https://myanimelist.net/anime/38619
37141 658 https://myanimelist.net/anime/37141
19115 659 https://myanimelist.net/anime/19115
38671 660 https://myanimelist.net/anime/38671
33032 661 https://myanimelist.net/anime/33032
10534 662 https://myanimelist.net/anime/10534
34430 663 https://myanimelist.net/anime/34430
28479 664 https://myanimelist.net/anime/28479
531 665 https://myanimelist.net/anime/531
37525 666 https://myanimelist.net/anime/37525
28249 667 https://myanimelist.net/anime/28249
21995 668 https://myanimelist.net/anime/21995
39741 669 https://myanimelist.net/anime/39741
396 670 https://myanimelist.net/anime/396
4921 671 https://myanimelist.net/anime/4921
37442 672 https://myanimelist.net/anime/37442
1719 673 https://myanimelist.net/anime/1719
37407 674 https://myanimelist.net/anime/37407
31289 675 https://myanimelist.net/anime/31289
10090 676 https://myanimelist.net/anime/10090
21659 677 https://myanimelist.net/anime/21659
