org_id remap_id
https://myanimelist.net/anime/28891 0
https://myanimelist.net/anime/23273 1
https://myanimelist.net/anime/34599 2
https://myanimelist.net/anime/5114 3
https://myanimelist.net/anime/31758 4
https://myanimelist.net/anime/199 5
https://myanimelist.net/anime/38000 6
https://myanimelist.net/anime/2904 7
https://myanimelist.net/anime/32935 8
https://myanimelist.net/anime/34096 9
https://myanimelist.net/anime/15335 10
https://myanimelist.net/anime/918 11
https://myanimelist.net/anime/4181 12
https://myanimelist.net/anime/15417 13
https://myanimelist.net/anime/30276 14
https://myanimelist.net/anime/16664 15
https://myanimelist.net/anime/4672 16
https://myanimelist.net/anime/8038 17
https://myanimelist.net/anime/1425 18
https://myanimelist.net/anime/35363 19
https://myanimelist.net/anime/6862 20
https://myanimelist.net/anime/5680 21
https://myanimelist.net/anime/451 22
https://myanimelist.net/anime/33280 23
https://myanimelist.net/anime/36369 24
https://myanimelist.net/anime/31637 25
https://myanimelist.net/anime/38145 26
https://myanimelist.net/anime/552 27
https://myanimelist.net/anime/1689 28
https://myanimelist.net/anime/34944 29
https://myanimelist.net/anime/36214 30
https://myanimelist.net/anime/33064 31
https://myanimelist.net/anime/11001 32
https://myanimelist.net/anime/39940 33
https://myanimelist.net/anime/322 34
https://myanimelist.net/anime/97 35
https://myanimelist.net/anime/468 36
https://myanimelist.net/anime/7645 37
https://myanimelist.net/anime/3604 38
https://myanimelist.net/anime/1491 39
https://myanimelist.net/anime/19319 40
https://myanimelist.net/anime/1571 41
https://myanimelist.net/anime/35222 42
https://myanimelist.net/anime/269 43
https://myanimelist.net/anime/30123 44
https://myanimelist.net/anime/32998 45
https://myanimelist.net/anime/202 46
https://myanimelist.net/anime/32380 47
https://myanimelist.net/anime/35860 48
https://myanimelist.net/anime/3092 49
https://myanimelist.net/anime/38084 50
https://myanimelist.net/anime/37033 51
https://myanimelist.net/anime/28999 52
https://myanimelist.net/anime/388 53
https://myanimelist.net/anime/9724 54
https://myanimelist.net/anime/20057 55
https://myanimelist.net/anime/1172 56
https://myanimelist.net/anime/2273 57
https://myanimelist.net/anime/11887 58
https://myanimelist.net/anime/11135 59
https://myanimelist.net/anime/267 60
https://myanimelist.net/anime/6768 61
https://myanimelist.net/anime/15771 62
https://myanimelist.net/anime/82 63
https://myanimelist.net/anime/3782 64
https://myanimelist.net/anime/12413 65
https://myanimelist.net/anime/5630 66
https://myanimelist.net/anime/38816 67
https://myanimelist.net/anime/29787 68
https://myanimelist.net/anime/2321 69
https://myanimelist.net/anime/4447 70
https://myanimelist.net/anime/1505 71
https://myanimelist.net/anime/1472 72
https://myanimelist.net/anime/9465 73
https://myanimelist.net/anime/35507 74
https://myanimelist.net/anime/38349 75
https://myanimelist.net/anime/12445 76
https://myanimelist.net/anime/1254 77
https://myanimelist.net/anime/35073 78
https://myanimelist.net/anime/597 79
https://myanimelist.net/anime/569 80
https://myanimelist.net/anime/14349 81
https://myanimelist.net/anime/249 82
https://myanimelist.net/anime/12893 83
https://myanimelist.net/anime/532 84
https://myanimelist.net/anime/21185 85
